SpeechID,Speech,Speaker,Location,Year
209,"One million of them now have insurance, and their families have it. And their families have it, because what happened, whether was Agent Orange or burn pits, they're all being covered now.",Biden,Atlanta,2024
210,And he – his group opposed that. We're also in a situation where we have great respect for veterans.,Biden,Atlanta,2024
211,"My – my son spent a year in Iraq, living next to one of those burn pits, came back with stage four glioblastoma.",Biden,Atlanta,2024
212,"I was recently in – in – in France for D-Day, and I spoke to all – about those heroes that died.",Biden,Atlanta,2024
213,I went to the World War II cemetery – World War I cemetery he refused to go to.,Biden,Atlanta,2024
214,"He was standing with his four-star general, and he told him – he said, ""I don't want to go in there because they're a bunch of losers and suckers."" My son was not a loser.",Biden,Atlanta,2024
215,He was not a sucker. You're the sucker. You're the loser.,Biden,Atlanta,2024
216,President Trump?,Moderator,Atlanta,2024
217,"First of all, that was a made-up quote, ""suckers and losers."" They made it up. It was in a third-rate magazine that's failing, like many of these magazines. He made that up.",Trump,Atlanta,2024
218,He put it in commercials. We've notified 'em. We had 19 people that said I didn't say it.,Trump,Atlanta,2024
219,"And think of this, who would say – I'm at a cemetery, or I'm talking about our veterans – because nobody's taken better care – I'm so glad this came",Trump,Atlanta,2024
220,"up, and he brought it up. There's nobody that's taken better care of our soldiers than I have.",Trump,Atlanta,2024
221,"To think that I would, in front of generals and others, say suckers and losers – we have 19 people that said it was never said by me.",Trump,Atlanta,2024
222,"It was made up by him, just like Russia, Russia, Russia was made up, just like the 51 intelligence agents are made up, just like the new thing with the 16 economists are talking.",Trump,Atlanta,2024
223,"It's the same thing. Fifty-one intelligence agents said that the laptop was Russia disinformation. It wasn't. That came from his son, Hunter. It wasn't Russia disinformation.",Trump,Atlanta,2024
224,"He made up the suckers and losers, so he should apologize to me right now.",Trump,Atlanta,2024
225,"You had a four-star general stand at your side, who was on your staff, who said you said it, period. That's number one.",Biden,Atlanta,2024
226,"And, number two, the idea – the idea that I have to apologize to you for anything along the lines. We've done more for veterans than any president has in American history – American history.",Biden,Atlanta,2024
227,And they now – and their family.,Biden,Atlanta,2024
228,"The only sacred obligation we have as a country is to care for our veterans when they come home, and their families, and equip them when they go to war. That's what we're doing.",Biden,Atlanta,2024
229,That's what the V.A. is doing now. They're doing more for veterans than ever before in our history.,Biden,Atlanta,2024
230,All right. Thank you so much.,Moderator,Atlanta,2024
231,"Let's move to the topic of foreign policy. I want to begin with Russia's war against Ukraine, which is now in its third year.",Moderator,Atlanta,2024
232,"Former President Trump, Russian President Vladimir Putin says he'll only end this war if Russia keeps the Ukrainian territory it has already claimed and Ukraine abandons its bid to join NATO.",Moderator,Atlanta,2024
233,Are Putin's terms acceptable to you?,Moderator,Atlanta,2024
234,"First of all, our veterans and our soldiers can't stand this guy. They can't stand him. They think he's the worst commander in chief, if that's what you call him, that we've ever had.",Trump,Atlanta,2024
235,They can't stand him. So let's get that straight. And they like me more than just about any of them. And that's based on every single bit of information.,Trump,Atlanta,2024
236,"As far as Russia and Ukraine, if we had a real president, a president that knew – that was respected by Putin, he would have never – he would have never invaded Ukraine.",Trump,Atlanta,2024
237,"A lot of people are dead right now, much more than people know. You know, they talk about numbers. You can double those numbers, maybe triple those numbers. He did nothing to stop it.",Trump,Atlanta,2024
238,"In fact, I think he encouraged Russia from going in. I'll tell you what happened.",Trump,Atlanta,2024
239,"He was so bad with Afghanistan; it was such a horrible embarrassment, most embarrassing moment in the history of our country, that when Putin watched that and he saw the",Trump,Atlanta,2024
240,incompetence that he should – he should have fired those generals like I fired the one that you mentioned. And so he's got no love lost. But he should have fired those generals.,Trump,Atlanta,2024
241,"No general got fired for the most embarrassing moment in the history of our country, Afghanistan, where we left billions of dollars of equipment behind; we lost 13 beautiful soldiers and 38 soldiers were obliterated.",Trump,Atlanta,2024
242,"And by the way, we left people behind too. We left American citizens behind.",Trump,Atlanta,2024
243,"When Putin saw that, he said, you know what, I think we're going to go in and maybe take my – this was his dream. I talked to him about it, his dream.",Trump,Atlanta,2024
244,The difference is he never would have invaded Ukraine. Never. Just like Israel would have never been invaded in a million years by Hamas. You know why? Because Iran was broke with me.,Trump,Atlanta,2024
245,I wouldn't let anybody do business with them. They ran out of money. They were broke. They had no money for Hamas. They had no money for anything. No money for terror.,Trump,Atlanta,2024
246,"That's why you had no terror at all during my administration. This place, the whole world is blowing up under him.",Trump,Atlanta,2024
